,gt_len,model_len,obstacle_hit
62ca34f7-a2a5-4628-ac94-ec5d2f633db4.pt,96.0,,
a2edd317-fe6f-4fc0-b03f-8fe0c24b088d.pt,99.0,,
0e57b260-a98f-4397-bbf8-e15373958d3e.pt,101.0,363.0,135.0
c6c48ae1-39a0-48a3-96e3-3e4b2226604f.pt,108.0,,
b3e6d636-976e-4c53-9c6b-4970e7377a1b.pt,84.0,,
d70924a6-9a47-41b2-8f58-41b8660f4136.pt,110.0,217.0,58.0
4d7f6915-812a-4fa7-b6d1-7f59815edfbd.pt,114.0,,
3ab3c630-5c53-4c2f-8b5c-8240ba03f7c5.pt,125.0,750.0,224.0
7b744552-dbb9-4ad3-9bdf-9492010c8dc1.pt,78.0,,
c8d11812-4f05-463d-962f-93f8bc943f7d.pt,76.0,,
5a7d7e5d-3bce-4630-af8d-e1f86b852f01.pt,37.0,,
489b8dde-9508-4c61-a867-69f3e7319f9d.pt,98.0,,
29eb3170-99c5-45fe-a817-96a3bf3d08cb.pt,118.0,188.0,42.0
cf9fce03-dc78-4f16-b757-28e7c5696cc6.pt,88.0,,
cc4c8fbc-2f08-4c5a-8445-cad2f2ff7cde.pt,92.0,137.0,40.0
4bea7d6e-300b-49fe-b66c-f812358a2cf3.pt,28.0,142.0,68.0
fd5bdaee-aedd-4d06-aac6-4ec0352a5dc9.pt,112.0,269.0,99.0
620cead6-cf61-400f-bde7-f47544163dec.pt,101.0,,
2ab2b9f5-8298-4a7f-b3b3-bf4cd1596175.pt,89.0,,
33e9e245-4329-4b40-93a8-8a799be27812.pt,108.0,,
eb6ff8cd-66e7-49fe-8030-f305622f0272.pt,109.0,,
210631fc-d443-45c8-a318-de55675b4102.pt,85.0,,
84b85e9a-f2b6-453b-acb5-8584696f052f.pt,95.0,,
3163e975-4b15-4ad2-8330-da24d7bd1007.pt,80.0,,
ff25c82e-9f62-4843-b2db-7b2fae4ebc79.pt,42.0,73.0,10.0
c4dc6973-a5f0-4937-9c7c-3edcdc857a9f.pt,105.0,,
b57c2885-857b-4a76-b4ee-95568fa1e63e.pt,77.0,,
6404ac31-01a0-499f-bbf5-4d1e88cac31a.pt,142.0,,
ac021015-6311-4b00-88fa-29e8f6a08bcf.pt,87.0,,
445c3128-be9d-439a-b620-e2d40cbb6e75.pt,92.0,,
b013ef92-b0b5-4256-9701-5c73d3358ad7.pt,66.0,,
f33b6412-be83-49d7-baf6-006650699f0d.pt,103.0,301.0,31.0
8712d020-08c2-4c27-9e03-8514ba8f0ed4.pt,112.0,,
5c48cdaf-a5b6-4460-a8f9-701ed66e5f0c.pt,64.0,,
b9646ce4-60ca-4f9b-9d6c-c501e007e60e.pt,88.0,,
18a9a705-8c9c-4498-90e7-f032744e5fa5.pt,95.0,,
366e4e92-905f-4f6e-b309-980790320cd5.pt,93.0,476.0,84.0
ee1c4258-8d0f-417e-877b-1e1081761651.pt,98.0,247.0,31.0
a9146dbc-d5ce-44dd-ade1-ee52bd25ea1f.pt,93.0,,
4d15a618-0358-406b-80d3-7980df85926a.pt,92.0,,
2df2ac5d-4a4f-4510-8dd1-2ab566c37bef.pt,105.0,,
baa5d28e-3442-4be3-8c27-50f9e6cfbaee.pt,103.0,,
5c87a03c-352c-4c54-a28c-0992c1cc8632.pt,96.0,,
28598aba-5bff-4cdc-84e8-5d2da6b03963.pt,83.0,,
d98fccca-909a-4f23-a1a8-3a09030f8097.pt,108.0,,
1def6026-3730-4df1-8657-bd4b07ab14a1.pt,78.0,,
9b9b97d6-3fd7-4945-be77-c779762d06b5.pt,127.0,,
bbb59c19-4d2f-41c3-8eef-aeab377bde89.pt,95.0,,
7bf03e5b-c207-4108-9180-861736ab70f0.pt,26.0,,
b0b07fba-be34-4e34-9973-8142250573b0.pt,92.0,,
12bef7a3-2575-4847-b1ac-db893c06ea53.pt,88.0,,
4a936753-8281-4edc-9c75-e83fb8003a61.pt,87.0,,
e91d6b1d-6cb8-4752-b474-76c69407eb9a.pt,82.0,,
36fb1439-099a-4622-a180-9cf3be3a7e28.pt,138.0,,
f9928dbc-644b-4909-8e9c-03a34a42b3d2.pt,82.0,,
3cb3d620-4834-4314-ae48-9da2c893f2c8.pt,81.0,,
93f29b25-f390-4341-ac54-e580d8734d37.pt,104.0,,
e268166f-b225-4c61-acce-0a3cf55edd3f.pt,49.0,,
b3f8d0f9-518d-4ad0-861c-4f252d50d2f6.pt,52.0,,
11cfd265-f4d3-46e1-b673-0df16dfcb18b.pt,67.0,,
c15b78a5-7f2b-48f5-b938-f34505428429.pt,116.0,,
4c096580-8515-4012-99d9-ff88176b7d2c.pt,76.0,,
b97f8b0c-bce2-4186-a8dc-c0c39cfc6f8f.pt,85.0,,
b4097920-babb-49eb-bf4f-c3c062a7bf36.pt,66.0,,
c7ad6d6c-5284-4108-ad41-43290232df63.pt,103.0,,
71e6e674-c623-4a8c-a3e4-3aaeb52a8f87.pt,45.0,,
4ed2e4fa-1113-4e46-9e26-78437ff5a4a3.pt,107.0,291.0,30.0
b36ccd24-ec65-4abc-a3fc-a917f75da35a.pt,107.0,377.0,47.0
62d1b23d-abab-45d1-910d-db02cd841ff8.pt,68.0,,
0199e030-98d8-48a6-9dd8-d660c17f815d.pt,84.0,,
efcd440e-6d05-4d10-8fa5-8aaa631926b6.pt,58.0,,
ad49684e-17a7-4ecb-8b3b-0491c4a4e2a6.pt,103.0,431.0,96.0
ff0a544f-0daa-4b41-b3bb-ddc546bffe13.pt,113.0,,
78600969-cf79-4e47-9533-671ef06c9470.pt,29.0,,
fc5030af-d2b4-46ba-86e9-d37852548f9c.pt,77.0,,
22b89cd6-41d8-4b0b-8ebb-07daeaffac24.pt,76.0,,
ca63d0a4-3b07-42e1-a986-5ad13b24c457.pt,118.0,,
732ab56f-9949-4bcc-b2fe-2bb8532e2748.pt,104.0,,
b7e4c73e-f768-4955-8ce3-6944f8db3578.pt,113.0,269.0,92.0
7f67e615-aedf-48c4-948a-cae0aaba88ef.pt,71.0,,
c0f22907-a40a-4074-b7aa-dcc5e0da1684.pt,64.0,262.0,45.0
a8279a82-3e8a-4d8d-91af-80c7279a5aef.pt,124.0,,
65073654-cc2d-41a8-88b2-40dbf1aaa827.pt,79.0,,
1872af5d-1b1a-4b8f-8a73-da6c73270b55.pt,83.0,333.0,56.0
d83fa478-93b1-4f53-8ef6-55cb351f08a8.pt,76.0,213.0,18.0
cdccd1dc-79cb-4e16-a0be-07a37224793c.pt,168.0,,
f5d59e90-c6e3-4a84-a34b-f9006a9b1aed.pt,97.0,,
e03671b5-f4c1-4a93-9397-80127f5a759a.pt,48.0,,
9e5496e9-04fe-4915-ad33-ccc1658b7b57.pt,124.0,,
9017c28d-38a3-435f-a934-02d56cefe07a.pt,110.0,,
7ecf44ba-9aa1-4bc0-bea9-282b65ca1478.pt,34.0,,
95985311-5be3-476a-abeb-affe2b59faea.pt,63.0,447.0,165.0
3d6cac9a-1795-4ce0-9e0d-aa107f59d0e2.pt,144.0,199.0,40.0
e47c1340-042e-4a7a-a09d-333cba3c2c71.pt,77.0,,
4f35543c-8a79-4ef6-ab9c-71b5d583d020.pt,55.0,,
a1b02e39-b99e-4b3e-891d-20c419b9ecd3.pt,68.0,,
901321da-b777-4a43-9b62-abbabeed910b.pt,145.0,,
f2f5ed17-18ef-41b2-b2c5-a3514004974d.pt,138.0,,
27bd1e82-9c8d-4ec2-9b19-9ab62d56cde4.pt,80.0,,
d8fe4bbc-47bd-4aca-acb6-7d01605fb5e5.pt,138.0,,
4bf46f1f-acef-4fe2-97d4-8bd56bb66d9c.pt,77.0,,
e201d5e6-3a69-4d9a-bac1-b2f8e02c193f.pt,118.0,,
81c3f4fb-4b91-423b-951c-5766ba4cbd9f.pt,85.0,,
5e4691b3-d2c0-4ec3-b5ca-01272cbb0b74.pt,71.0,,
bc057f41-377d-443a-b01b-980dce9b660c.pt,77.0,,
08e0bcee-2f67-4063-b361-a5d20df0a42b.pt,100.0,,
7fcfd638-8241-413e-93a0-0b493b0721d4.pt,57.0,,
05790266-7b93-4484-913a-39ea3f61d4d2.pt,72.0,219.0,51.0
894f7324-a6db-4d1f-a7a9-9a38704a7d33.pt,95.0,945.0,37.0
e0e9fe11-1dfa-4f7c-a06f-f22d13591047.pt,61.0,,
b5f7e936-1b8e-4bcf-b557-809d89342bb2.pt,90.0,,
3ce0cc40-a6dd-40c4-9b5f-e9b1d51d3520.pt,170.0,,
ff97b436-c161-4758-b6d9-56ff9246b313.pt,67.0,,
fc55cb80-b670-4185-9667-8f98457e1cf4.pt,113.0,,
95c1778c-9eb4-4117-9d57-d848d48f88ed.pt,42.0,,
27cd0823-d818-4710-b450-ab6c1307cbf0.pt,89.0,,
7c374119-57e7-4e6e-9ece-db7dd1a4296e.pt,102.0,,
e654e5cc-7dca-46fc-ac86-ee011877caf2.pt,69.0,,
0a68f590-0dd8-4963-ae92-569bd83f8799.pt,116.0,,
8753bb21-d423-4ee9-94b6-99bca251f2a0.pt,101.0,,
ef26c1b3-74e1-4e34-8bbb-13f63672938e.pt,39.0,,
e5bffabd-4308-47cc-8cb4-7baac1e65134.pt,55.0,,
39c01653-706a-49af-aaae-6c8a747830ce.pt,62.0,506.0,216.0
c3b83e54-d7c0-452b-a429-0995bc9956b5.pt,79.0,451.0,83.0
2b667558-e444-40e0-b18a-514b0c17edf1.pt,43.0,,
e66693a2-4f49-4d84-9d90-a1791eb4d0b0.pt,79.0,,
e5877769-ea79-4ffb-9ec4-5e54e2dd152e.pt,128.0,,
392830ad-f0a9-48ac-97b1-9f2758979456.pt,82.0,,
568cc5b7-d74f-4a9b-a046-c4c81bc6b05a.pt,103.0,,
f91802a6-d021-4701-97ee-acc492e75a0c.pt,94.0,,
2a0f41e0-5cfe-45e8-84c7-3e158dc14c33.pt,75.0,,
c029b8c3-54f1-4bc8-9082-8901bab3a69a.pt,79.0,,
e315a9a4-17ae-4e37-a6e4-52383bc7eb37.pt,89.0,,
b77c6ce6-63d9-4f15-9fb3-1a0754abcd2b.pt,90.0,637.0,170.0
bcdc74a4-b485-4f16-80e4-54d322409f5a.pt,73.0,,
ac932013-ba49-4e01-949d-517222684d77.pt,89.0,,
10edb32a-6435-4a61-b37b-58733fc455fa.pt,102.0,,
656d8d5b-56bd-4686-9313-cb1d7923da60.pt,147.0,,
d86baa32-e07a-4aa6-8d8d-e2975b04a38e.pt,95.0,,
1eed93f8-4fa8-4246-867c-bc678b83986e.pt,105.0,200.0,36.0
98924125-8606-4241-8606-428a7a1090b4.pt,107.0,198.0,25.0
f8789346-b40f-405a-aa63-d982679f453c.pt,82.0,,
21a63751-f7f0-4e67-9cac-42cb07809772.pt,70.0,,
fa2035d6-563f-40b0-81b8-c9cba40509c4.pt,98.0,,
1cea8116-cd6c-4b56-9b78-7688cc5392b5.pt,102.0,,
f04c128e-eae3-46ef-a284-315deb67a632.pt,67.0,,
ec43361f-4d77-4a61-83fe-55aa5b186507.pt,84.0,,
b4f83e9a-3829-4217-83b4-cdbf11b07b68.pt,109.0,,
21797639-5dd3-48ca-a5fc-62fca8430161.pt,97.0,,
b5c7f26d-efe1-4d61-8378-98e0d322416f.pt,81.0,,
48348afa-715e-45e7-bbc4-d8ed1c3d5741.pt,75.0,,
9c5b710c-8dd8-41f8-8cf7-881d1de21faf.pt,101.0,403.0,168.0
8ad4e4b1-e40e-4caa-945b-c88aadf826e6.pt,73.0,,
003869ff-bce2-46fe-9939-cd4de7e7b5a8.pt,108.0,377.0,83.0
08bb03b6-e216-4b09-8518-e3e284c26bc5.pt,150.0,222.0,102.0
7ca2b242-c097-443e-acd1-661038139d27.pt,85.0,,
34c7617d-3b48-417a-841a-2e27f20fb464.pt,108.0,518.0,154.0
4d27d684-e140-43ef-a538-a3a578eda364.pt,75.0,,
8d487313-ecb4-4b6f-905a-d95268e5d68b.pt,42.0,,
11cc13b1-e397-40e4-b671-d82c605ccd1b.pt,109.0,,
b5d1b72e-152e-4e0a-9910-c0a9da4676ec.pt,88.0,,
c66e0ecf-3631-4f9a-995c-03139f5878e9.pt,90.0,426.0,60.0
0b5efc7d-151b-4343-a581-78b248f9f676.pt,67.0,,
b42f8d9b-69c9-49d7-84cc-733cf1546421.pt,88.0,,
783624a5-fe39-43d3-917e-e45d72af0923.pt,109.0,390.0,54.0
3ae5b9bf-45a0-4799-89dc-40e2a91033dd.pt,92.0,,
a2d39e3e-f848-4068-9e09-bd9ff59a8a9d.pt,82.0,,
5ba5f59d-a5fb-4ac3-ab5b-caf12054940b.pt,147.0,,
83a326a5-4dbc-4d6e-aee8-0e652ca1d200.pt,127.0,186.0,55.0
cebf8c6c-19b7-4874-98b2-1e109fa851c8.pt,50.0,,
08916fe8-b33a-4d0f-8882-aa82f4bc129c.pt,121.0,189.0,55.0
c0fada2b-bfa7-40fd-9618-e496f6190794.pt,94.0,,
030ada77-0883-4ac9-933c-95223fb7f8af.pt,85.0,,
04e5faae-01f2-4eba-8ebd-93fafc65e43c.pt,95.0,,
548a1ecc-069f-4f70-aa13-c07df0689919.pt,29.0,,
0dcfbef0-2938-421b-8604-da061c2a8087.pt,115.0,240.0,22.0
3d323203-622b-4176-8841-1994fd45acdb.pt,42.0,,
626f8654-6fb4-49c8-8d59-4a751e1022a2.pt,103.0,,
89cb638e-bd8c-4003-ba83-f70b3cb1086c.pt,151.0,,
8e6dd6df-d44e-4a79-a944-40eaf37cc8c4.pt,84.0,,
fff40c3b-4859-4343-b583-c3ede9f2aa77.pt,86.0,,
72f173d5-0670-4ec1-a66f-3b5ecc59378a.pt,66.0,,
6f44c29d-1612-4764-89aa-3fa905e0cda3.pt,113.0,322.0,58.0
d9e5dae0-507f-45b4-bf9f-2af2858f46a1.pt,109.0,,
2d5b4353-dbb3-4779-b067-942913860eda.pt,78.0,,
180940e7-916f-496c-af62-f75c2cdc17b0.pt,119.0,226.0,101.0
c30a7409-1f98-42a6-abaa-f3a9f6155aac.pt,43.0,,
f90445c9-de1b-4ce2-bdec-ceb1d98345bf.pt,93.0,,
74699af5-024d-46b9-afd2-2650ff5ed722.pt,77.0,,
0d4482f1-0316-4640-acea-93d462237b1f.pt,106.0,,
861c3591-8856-4495-8198-a251fa25e876.pt,69.0,,
df0133cf-6d10-4f2e-8726-fe1487d83c22.pt,75.0,,
12705177-8941-4e31-9c4f-5b3f5feca4ec.pt,82.0,,
57ea68a2-1927-4ffe-b9fc-3928ba1b5c44.pt,79.0,,
b9b85c49-f89b-47df-a511-b5c8a0ceb692.pt,92.0,231.0,50.0
c9255b18-912d-42f5-80e2-c68a6633af49.pt,111.0,,
8ab123fe-3bef-453e-a766-d678f6f22d0e.pt,97.0,,
3db27eb6-4082-4676-aa65-7d639fb1908c.pt,30.0,,
3533d6a3-63dc-4a98-a4b0-25d6efda8c74.pt,92.0,,
3deef178-ed5a-4a47-a218-3025f778ec9c.pt,96.0,,
754c24f1-0fa3-4aae-a566-5bfd0aeb7d1a.pt,28.0,,
4a5d5892-f57c-483d-98ee-65a84800ed98.pt,74.0,187.0,29.0
728b0cb4-daf5-421e-bd61-033e3cda3dfc.pt,120.0,,
8f55fb69-203a-4f95-8408-fc76f3978c4b.pt,68.0,,
9a8248dd-90d2-4e87-80d3-2fdf45ac201c.pt,37.0,,
0353d33d-bf8d-47b9-8c33-52d2e9bb260c.pt,141.0,162.0,41.0
12e71eb6-e99b-41a6-b0b9-22b59de0e5ba.pt,115.0,209.0,59.0
4c7f1a72-ca54-4bf1-b71e-1e0539c0c0c1.pt,99.0,135.0,11.0
2d5ffed1-3be0-48c7-979a-635aa5f204d0.pt,98.0,,
f062b82b-4c9f-4e77-9ecf-87b400c09f07.pt,99.0,,
3238e6f9-9beb-42f8-a74c-55fcc8a9a385.pt,90.0,,
76c9ede3-9114-4b16-9777-a6bd55c486fa.pt,68.0,,
784ab3dc-9b19-4ee3-bc85-0523875678e3.pt,109.0,585.0,176.0
2f1932a0-41be-4742-854c-4d1ef497ebfb.pt,102.0,,
d24e6cb7-8ba2-49ff-826e-0c010be2cb98.pt,89.0,,
d04815c9-10f9-4f49-831b-1a86550d7243.pt,82.0,,
3d7c4cca-9240-4350-aebb-8537b81d1845.pt,40.0,100.0,39.0
809514de-5ff9-46da-8c95-1d3994314ffe.pt,84.0,,
959e29ca-e86a-42d6-b030-00b1ac8d66f2.pt,144.0,247.0,66.0
8cbb78e3-9e8b-461b-861c-efd10c154937.pt,77.0,,
6505c2fa-8d7b-4a08-8c52-c852434fe709.pt,97.0,,
da87406e-e2cf-4105-848b-de36982e51b0.pt,102.0,,
7414ca04-f878-4153-8864-5e633023f4cf.pt,91.0,495.0,105.0
6e8ef3b5-2c94-44f9-bb82-7771fedc8dcd.pt,56.0,,
8f9c504f-ae0c-44a0-8ea3-894760021377.pt,65.0,,
1d906703-96f8-4e40-b56c-e90ef93d7c70.pt,79.0,,
696eda6a-588b-4d20-a9a7-cbe37fb93712.pt,59.0,587.0,159.0
48a21b99-bb98-4503-97ce-61a36fa186a6.pt,115.0,213.0,33.0
7e61b9f0-9c8c-4975-9b1a-c223b5f88545.pt,92.0,,
c6d3e9f6-adac-4937-8c15-7af0ac9146c2.pt,99.0,,
325aca05-f4bb-41b8-8824-0fa0876c9e60.pt,134.0,,
b313b061-7fb8-4b71-a37a-a805d48cc5f2.pt,54.0,,
9e34ad27-c93a-40db-bc75-461afdd72a10.pt,112.0,,
14b1af19-125b-43d0-928d-25c36a27b27f.pt,120.0,,
e9f78927-97e6-4f24-898c-15e98ff4ba0b.pt,86.0,,
160332aa-e32d-45e5-911d-36e14870ce58.pt,161.0,185.0,82.0
5f3a8b3e-42ac-4460-b9cc-c21a2c5c2d1e.pt,109.0,,
38d89670-2ded-49b8-91b0-84c29364d695.pt,122.0,,
85516207-f64f-4713-a01f-f341fce07384.pt,52.0,96.0,5.0
9b1b36da-bada-44d0-b578-d6a4c8b3b2eb.pt,108.0,,
4db811ab-476c-4c24-a788-d0d4f1b18b35.pt,126.0,254.0,83.0
c83d14c5-f7cf-45f9-8d32-6adc9343074f.pt,63.0,,
f61bd9b9-7921-44b3-b32e-7320bea094a3.pt,74.0,,
8ae5a06e-65f6-4ce7-a469-a861d792f8cc.pt,109.0,202.0,43.0
8191cd75-22ac-4413-a09f-fed9b5da5f0a.pt,102.0,,
48d1b4ca-0e48-4863-9790-e6d213bec6d3.pt,135.0,,
700b90b7-7325-463d-b8a4-4c5302d69a5b.pt,84.0,,
9f780aaa-45b1-4d9b-a6c7-8984d389f57d.pt,117.0,228.0,56.0
fc6f01be-4ce2-4cfb-b554-a685534d6a9d.pt,64.0,,
fd3f8c09-6850-4c4f-b255-f7ed2ad0e43d.pt,91.0,,
47f4bdc8-4a5b-4736-9ccb-85126d87aa22.pt,112.0,,
2bf6c713-b4f5-43d2-91c9-5f6b46a9564d.pt,94.0,,
0754c9ca-10d4-4098-95e7-6abb53db3223.pt,91.0,,
14149c3a-796d-4fe6-8cd4-3a8cf22836b4.pt,109.0,,
486a5764-6842-4e43-afa9-519ba5e04824.pt,69.0,,
b66fd173-96ff-4ac5-bfe1-285571c37499.pt,99.0,,
877bce83-29fb-4f6f-800b-3b7e6cb11a2c.pt,70.0,,
59b7c61e-2792-459c-a281-f790b24695f8.pt,146.0,188.0,72.0
1a032f73-d4d0-4b16-8bff-fac4e3c3ca44.pt,74.0,,
8f3124ad-65db-4a9b-a957-5394686654a1.pt,134.0,,
6ab7a275-fa34-431a-81a0-733a32992c15.pt,75.0,,
b0bff27a-5257-4f42-a40b-2d1d0ce24383.pt,101.0,,
78c60ca9-a9b6-4d6a-84b3-b1f4709b9e98.pt,160.0,232.0,71.0
f901e1d4-46a1-4ae0-b4bd-e2577d04a9bf.pt,145.0,228.0,91.0
d37760db-52b7-4811-9002-811c26db1a3f.pt,93.0,181.0,53.0
f5f6754e-04e6-45f3-b8d2-99849fad25d4.pt,57.0,,
a3b92a29-3725-428c-be18-191e515843ec.pt,58.0,,
afd0a858-27e8-4588-bba4-0dc5d63fa985.pt,76.0,,
ffa3748d-df96-4ddc-b94a-cc533aff96fb.pt,124.0,188.0,41.0
10cf7e91-b00c-462c-9654-879c417ae348.pt,78.0,,
c8bef13e-1691-42b1-a3ab-555f19435e97.pt,78.0,,
102ebbb6-1cc4-4ddb-b282-e659685f0a2d.pt,90.0,,
f0dcd134-53ad-41d8-9b1a-d179fd2b2bcc.pt,85.0,,
0d7456c7-47f7-420b-9515-7624f999ad62.pt,102.0,,
53512033-4afc-4fdd-ba42-5186981d7d8d.pt,85.0,,
d1a3f2fa-41a2-4585-8620-195cd855337d.pt,56.0,,
c6577617-0884-4fe5-9e08-20e40e1ed60c.pt,105.0,458.0,145.0
e2913f5b-eb02-41f2-9429-c42aca60a063.pt,80.0,,
ee6d8039-c6fb-496e-8076-583b67ed8a6e.pt,138.0,213.0,49.0
a4b117cd-0b22-4bfb-9152-7709fb7a6088.pt,91.0,,
808e4652-2cdb-416c-ba68-0e6adbb4b16c.pt,136.0,225.0,98.0
6393be77-f6df-4787-9c03-87f0a9b99867.pt,36.0,,
6d05aad0-6ee3-49ee-8918-1cedd11f6d8e.pt,63.0,,
7ff6b5ad-98e3-4c23-b4ba-1f3be9a7f0e0.pt,67.0,,
352a64c8-3e92-49cf-ba1c-1e8edc69a418.pt,75.0,,
0ded973a-dd77-450c-bd98-b856f3d19715.pt,51.0,,
f9b0c21d-04ca-4668-9716-025f9663fcd1.pt,77.0,,
8e0e7a28-7993-4323-bbf7-d4860fe28ff7.pt,92.0,,
06c3b6ed-78a0-4ce7-8d60-2c695e28da1e.pt,70.0,,
c41dc94a-eade-432a-ae80-2eba8d2a7f8b.pt,64.0,,
d532af28-2ecc-4a14-a73b-ba83ff20067b.pt,105.0,273.0,88.0
d9b36552-116b-43dd-83f1-0d10376890d0.pt,112.0,,
c9b72ee3-fa56-4708-9fa9-19941f87a801.pt,124.0,,
a69c8ccc-96f2-4b8f-9f53-6bb57eefa66c.pt,89.0,,
62ec802d-1f69-4408-b314-f8dfbb6349cd.pt,101.0,,
79abdc0b-4810-4242-96b4-ea1549ad9299.pt,91.0,,
9578e501-665a-4a95-8d27-d60b77bb94fd.pt,114.0,214.0,61.0
d100af18-4ed0-46fc-8941-f65778a7dc35.pt,130.0,,
482ae124-fa58-440b-aad2-6a67a6915769.pt,94.0,,
9fb24f4c-69a6-42b7-bbeb-197038411f45.pt,93.0,,
ecffa5c9-5ac8-4522-9e6e-76fff10e6a8b.pt,81.0,,
4495353e-72a4-4a94-8ee2-ecc53b7b98b4.pt,71.0,,
f35d5b8a-793b-420d-bc1b-79f373d9317d.pt,156.0,,
f83e7bdf-2ee9-4b85-9c81-e7c932343aa6.pt,62.0,,
6c4d933c-735f-4eda-bcb1-922c056fb8a1.pt,109.0,449.0,179.0
28f84234-527c-4292-b62a-1799843908ac.pt,124.0,628.0,167.0
c8231c9e-3f29-4dd1-a927-9ee86468f3d9.pt,101.0,372.0,81.0
5d738eac-31d8-42f6-adc4-a8a65fd04a10.pt,97.0,,
d39ecc54-46c1-4dc8-ae56-a9f1b376cf98.pt,142.0,,
a25596a0-614a-4262-9c69-1357d3641dd6.pt,132.0,,
18c14b04-81c6-431e-bd9a-39cbd4e1f23b.pt,131.0,196.0,51.0
d7aaee34-37f8-469e-a4b9-a430a2f98c92.pt,97.0,,
c425e6b0-32b4-442d-ac58-912b27b6b7df.pt,79.0,,
36cf978c-b1a9-4c4e-8ae1-b607dd22cae8.pt,89.0,,
3877ca0e-7619-426d-b8dd-d85a725cb602.pt,76.0,,
8f2d8fd5-5b0f-4c1b-970f-2a8a987b49eb.pt,118.0,,
6f471594-4068-4262-87bd-44f06ed8441d.pt,85.0,,
da9209dd-3f9e-4232-a97f-60a98157d08e.pt,83.0,,
01de3841-55e1-4c16-a0c8-c76b938f2c2a.pt,76.0,,
fcb93936-7d18-48d1-9fff-422f532c1c3b.pt,86.0,,
0973c575-660e-4344-9373-2b69341f7d82.pt,71.0,547.0,282.0
488045c7-fc43-42c1-825b-1ba6fc415bf3.pt,87.0,,
305cd0a7-5a36-4afb-a7b9-0013b753378a.pt,77.0,,
79eac988-ec13-45bd-a023-16f4f11b6bb2.pt,105.0,205.0,20.0
8d598072-b202-46d9-9b94-30e4fd852881.pt,108.0,481.0,70.0
74742422-d589-4c4b-b219-f21855b411b1.pt,94.0,,
bdf1495b-9485-4ed2-bff6-89bdaa16c0cc.pt,104.0,,
5cb0985a-2fd9-4aad-8716-0f5bcd082a6d.pt,103.0,,
6a98f294-4b31-47b5-9f21-dee21b144cb3.pt,72.0,,
7fcea048-ea24-4496-b78c-08373f828bd0.pt,24.0,,
8dc7bde2-53d1-43a0-b9f2-4ae03ed3f39d.pt,104.0,,
f708cf67-6689-4500-89e2-1f66a9bb0892.pt,98.0,,
54c74a07-5486-4d55-afdb-10a4591336be.pt,56.0,,
5ec1fa6f-4e3f-4189-8946-e2d3b87d3951.pt,59.0,,
ce618272-bcce-4d0a-bb0f-f61f659e8578.pt,88.0,,
db9f09ff-0574-4a48-a012-707c5582f8f2.pt,102.0,,
3c488270-5cec-4a88-9db5-d9cee97d4ec8.pt,119.0,,
f828d171-f602-4620-af9e-383abe1daef6.pt,79.0,,
b032b60c-5d03-46a0-923d-158ece9cc11f.pt,39.0,,
8958c5f1-6655-4c71-aa61-1af97f0bf886.pt,31.0,,
8b4bf224-c54c-471f-95ba-952ce47ba95d.pt,92.0,,
7d91b55d-9d0e-4d77-a69a-0960456b1103.pt,109.0,,
f9c431c6-80b5-4719-852c-6fabce1497a3.pt,68.0,,
91208bae-240c-4bc9-a501-66b4264fde9e.pt,113.0,207.0,28.0
52ab993e-eafb-4f45-afaf-d36cdc9a9fb4.pt,82.0,,
e6260884-6ac6-43f4-9d55-46b5ad3c502a.pt,42.0,,
4bbb37c2-9685-47be-9553-3b5d7927341a.pt,71.0,,
6b8eebbe-0cf8-4668-a044-d4bbe1f37c9c.pt,90.0,,
0d1e7506-09c0-4a53-aee5-ba81c001060b.pt,95.0,,
cf08e70a-3241-43b6-ab35-014729f8556e.pt,117.0,,
2eca49b7-da7d-476e-aa0a-6f64252fbf9d.pt,86.0,,
f86e4be5-f21f-49df-9a0b-52fbef4870fb.pt,95.0,,
8b3366fa-1ed7-4a89-8e1a-9416616dc5b0.pt,96.0,,
3a0521f6-73fb-4e24-8185-c0aa3ba3ee04.pt,102.0,,
2dd68458-ba6a-4ed5-87ac-18e5ec7c2c41.pt,78.0,,
1af4953f-7136-4216-af73-1f034693b177.pt,48.0,,
25b2127c-8bc0-4123-8d71-04054871a58d.pt,91.0,,
c7592b55-3d39-48a4-941c-79a4b82c2b93.pt,96.0,407.0,65.0
83360ed1-3143-4bba-bdec-ca5d9709f9ad.pt,105.0,,
dffca474-9c38-47da-bd74-25ec6ea626f6.pt,43.0,,
8c7a8772-dacf-405b-af95-804243ed041c.pt,124.0,193.0,42.0
5d966e30-f15c-4835-8529-0058261a152b.pt,111.0,234.0,61.0
e42d4115-7cfa-4e35-83a3-1fdee5f056dd.pt,91.0,,
4ddb7df4-4198-4d57-9d75-b8eb5a8b5fdd.pt,94.0,202.0,19.0
a354b619-f3e4-48e3-b6b8-ea2516c7df94.pt,82.0,,
3c3409a8-5e2e-4b18-98bd-af8aa0150ce1.pt,108.0,201.0,51.0
1e8568c5-e1ca-4540-821f-378e1c1008b7.pt,146.0,,
e6eec8fa-e391-4acd-8496-06e2d1f734f3.pt,49.0,,
78a3dfdc-40d8-4a27-bddf-504b33f1e5ec.pt,44.0,,
5c422120-945d-4d19-bf44-adbf30a71cd6.pt,96.0,,
6d9c2e09-a829-4732-b01c-7b0441ba6d90.pt,94.0,,
e503b03b-bada-4fb2-a725-ac8260787106.pt,96.0,419.0,100.0
